cs,yr,month,day,hour,tmin_open,tmax_open,tavg_open,rhmin_open,rhmax_open,rhavg_open,min_vp_open,max_vp_open,avg_vp_open,mean_wind,max_wind_speed,max_wind_time,mean_wind_vector,mean_wind_dir,std_dev_wind_dir,par,totalsolar
21,2022,2,13,900,0.99,1.84,1.32,71.16,75.37,72.87,4.8,5.03,4.9,0.77,1.34,814,0.16,223.7,72.03,106.3,4.73
21,2022,2,13,1000,1.7,4.15,2.94,62.11,73.67,67.29,4.89,5.38,5.07,1.04,1.72,951,0.71,194.5,45.78,340.6,15.32
21,2022,2,13,1100,3.27,6.36,4.71,38.23,64.9,56.83,3.58,5.28,4.83,1.35,2.01,1027,0.58,224.2,61,726.4,32.66
21,2022,2,13,1200,6.39,8.63,7.79,22.38,42.38,28.51,2.42,4.07,3,1.61,2.78,1145,0.93,209,52.72,1057,51.85
21,2022,2,13,1300,7.2,9.91,8.32,13.16,29.17,21.23,1.39,3.06,2.33,1.9,3.54,1220,0.75,227.1,63.07,1215,53.57
21,2022,2,13,1400,5.5,8.32,7.17,7.55,13.53,10.43,0.71,1.41,1.06,2.27,3.58,1352,0.62,240.3,69.09,1403,51.46
21,2022,2,13,1500,5.5,7.47,6.48,9.04,17.27,13.19,0.91,1.65,1.27,2.25,4.28,1419,1.04,239.5,59.42,727.8,28.1
21,2022,2,13,1600,4.55,6.93,5.96,16.19,25.85,20.39,1.51,2.36,1.9,2.22,3.88,1559,1.43,229.8,48.39,956,42.59
21,2022,2,13,1700,4.07,5.03,4.58,24.69,28.16,26.18,2.1,2.42,2.22,2.32,4.26,1616,1.65,238.1,43.68,425.3,17.46
21,2022,2,13,1800,1.63,4.01,2.6,24.69,34.63,29.33,1.99,2.44,2.16,1.65,3.18,1702,0.84,169.3,56.92,69.38,3.11
21,2022,2,13,1900,0.54,1.57,0.93,28.98,37.76,32.4,1.91,2.43,2.12,1.28,3.21,1853,0.38,269.1,67.98,3.78,0.16
21,2022,2,13,2000,-0.41,1.09,0.33,28.78,34.9,31.26,1.87,2.13,1.95,1.54,2.94,1923,0.47,298.7,67.4,0.26,-0.01
21,2022,2,13,2100,-1.76,-0.2,-1.14,31.98,41.37,37.23,1.92,2.24,2.09,1.1,2.06,2009,0.28,235.4,70.12,0.08,-0.01
21,2022,2,13,2200,-1.86,-1.29,-1.56,38.24,42.93,40.53,2.11,2.32,2.21,1.16,2.58,2158,0.54,245.9,58.95,0,-0.01
21,2022,2,13,2300,-1.96,-1.55,-1.7,40.83,47.09,42.99,2.23,2.5,2.32,1.44,2.78,2235,0.78,262.5,54.75,-0.01,-0.02
21,2022,2,13,2400,-2.1,-1.49,-1.77,42.73,50.29,45.66,2.34,2.63,2.45,1.69,2.86,2315,0.5,224.9,67.82,0.06,-0.02
21,2022,2,14,100,-2.71,-1.89,-2.34,46.07,53.42,49.54,2.44,2.74,2.55,1.29,3.09,48,0.4,170.3,67.2,0,-0.02
21,2022,2,14,200,-2.64,-2.23,-2.47,47.02,52.26,49.15,2.42,2.67,2.51,1.32,2.77,130,0.26,78.28,72.76,0,-0.02
21,2022,2,14,300,-3.76,-2.5,-3.16,47.53,56.62,52.12,2.4,2.72,2.52,1.06,3.21,217,0.31,240.8,68.31,0,-0.02
21,2022,2,14,400,-4.07,-3.7,-3.91,52.13,56.79,54.48,2.42,2.57,2.49,0.79,1.52,357,0.39,101.5,57.77,0,-0.03
21,2022,2,14,500,-4.34,-3.73,-4.08,47.29,59.07,53.89,2.18,2.63,2.43,1.09,1.98,444,0.56,100.6,56.71,0,-0.04
21,2022,2,14,600,-4.82,-3.87,-4.46,47.7,55.53,52.51,2.19,2.42,2.3,0.81,1.65,539,0.26,91,66.79,0,-0.03
21,2022,2,14,700,-4.89,-4.21,-4.65,49.61,57.81,53.53,2.16,2.47,2.32,0.93,1.62,628,0.5,82,55.43,0.01,-0.04
21,2022,2,14,800,-4.55,-4.21,-4.41,50.29,57.3,53.55,2.23,2.51,2.36,1.02,1.82,705,0.43,104.7,61.82,17.33,0.58
21,2022,2,14,900,-4.41,-2.57,-3.62,53.9,57.37,54.89,2.41,2.79,2.57,0.82,1.45,859,0.02,169,79.81,125.7,5.57
21,2022,2,14,1000,-2.5,0.55,-0.91,42.25,56.11,50.18,2.67,3.03,2.86,1.35,2.24,936,0.88,285.5,47.72,319.9,15.03
21,2022,2,14,1100,0.55,4.63,2.9,25.85,44.83,33.99,1.96,3,2.53,1.69,3.11,1043,0.74,201.5,60.66,816,34.49
21,2022,2,14,1200,3.81,6.73,5.33,24.42,28.64,26.49,2.09,2.8,2.36,1.81,4.11,1200,0.45,246.6,70.24,1082,51.28
21,2022,2,14,1300,5.77,7.4,6.62,27.61,32,29.05,2.65,3.23,2.83,2.47,3.95,1237,1.85,270.4,40.84,1243,51.44
21,2022,2,14,1400,6.62,9.1,7.86,25.88,32.71,28.15,2.81,3.37,2.99,2.23,4.22,1310,0.95,248.1,61.37,1406,51.23
21,2022,2,14,1500,7.4,9.47,8.3,24.75,29.24,27.36,2.83,3.22,2.99,2.28,3.77,1429,0.77,280,65.96,783.9,27.58
21,2022,2,14,1600,8.76,10.26,9.36,25.64,29.11,27.07,3.01,3.51,3.18,1.85,3.15,1528,0.6,243.8,66.53,967,44.36
21,2022,2,14,1700,8.55,9.75,9.33,26.32,30.33,27.75,3.11,3.57,3.25,1.64,2.93,1614,0.92,210.2,53.72,427.8,17.86
21,2022,2,14,1800,6.25,8.59,7.32,28.15,34.35,31.36,3.1,3.38,3.2,1.11,2.16,1708,0.6,232.9,54.9,75.08,3.39
21,2022,2,14,1900,4.56,6.32,5.65,32.85,37.76,34.73,3.1,3.29,3.17,1.19,2.87,1826,0.49,288.6,62.33,4.26,0.16
21,2022,2,14,2000,2.79,4.56,3.34,37.48,44.25,41.88,3.17,3.34,3.25,0.68,1.12,1923,0.39,55.47,53.14,0,-0.01
21,2022,2,14,2100,2.38,2.99,2.73,42.04,46.87,43.68,3.17,3.4,3.25,1.22,2.34,2052,1.04,43.93,31.28,0,-0.02
21,2022,2,14,2200,0.88,3.06,2.18,42.04,51.16,45.38,3.12,3.44,3.24,1,1.93,2128,0.69,58.69,45.18,0,-0.02
21,2022,2,14,2300,0.07,0.89,0.57,48.37,53.47,50.59,3.14,3.31,3.22,0.59,0.99,2228,0.29,349.3,58.28,0,-0.02
21,2022,2,14,2400,-0.13,0.86,0.36,48.38,53.34,50.61,3.12,3.24,3.17,0.58,0.97,2357,0.34,345.8,51.56,0,-0.02
21,2022,2,15,100,-0.47,0.82,0.06,48.31,54.23,51.89,3.11,3.26,3.18,0.45,0.96,1,0.18,343.7,63.03,0,-0.03
21,2022,2,15,200,-0.95,-0.4,-0.72,52.73,56.81,54.63,3.11,3.26,3.17,0.45,0.88,153,0.16,23.15,64.75,0,-0.03
21,2022,2,15,300,-1.35,-0.6,-1.01,54.64,58.86,56.02,3.12,3.3,3.18,0.49,0.96,227,0.28,347.7,53.37,0,-0.04
21,2022,2,15,400,-1.96,-0.94,-1.42,54.71,60.15,57.75,3.1,3.25,3.18,0.42,0.79,335,0.15,62.49,65.53,0,-0.04
21,2022,2,15,500,-2.33,-1.89,-2.17,59.95,62.78,61.41,3.14,3.26,3.2,0.37,0.75,413,0.08,20.67,71.37,0,-0.04
21,2022,2,15,600,-2.37,-1.89,-2.05,60.05,63.46,61.2,3.16,3.27,3.22,0.28,0.28,501,0.08,42.09,69.21,0,-0.03
21,2022,2,15,700,-2.98,-2.3,-2.67,61.52,68.25,64.9,3.14,3.35,3.26,0.4,0.89,629,0.14,15.14,66.03,0,-0.03
21,2022,2,15,800,-3.05,-2.64,-2.87,64.51,67.71,65.93,3.18,3.37,3.26,0.28,0.28,701,0.06,73.64,72.34,18.57,0.63
21,2022,2,15,900,-2.78,-1.55,-2.33,65.67,71.38,68.11,3.28,3.81,3.51,0.45,0.76,849,0.27,206.2,51.36,131.7,5.81
21,2022,2,15,1000,-1.55,4.29,1.01,47.21,68.08,59.03,3.67,4.07,3.86,0.66,1.07,956,0.45,152.8,45.24,322.3,13.89
21,2022,2,15,1100,4.42,7.41,6.14,32.31,47.96,37.66,3.26,4.05,3.54,1.49,2.7,1056,1.06,167.2,43.58,780.9,34.44
21,2022,2,15,1200,7.14,9.1,8.16,28.63,36.39,31.69,3.24,3.83,3.43,1.71,2.41,1152,1.38,198.6,35.56,969,47.21
21,2022,2,15,1300,8.89,11.07,9.86,26.18,32.57,28.74,3.26,3.96,3.49,1.64,2.29,1237,1.1,182.1,46.27,1210,49.26
21,2022,2,15,1400,10.18,12.02,10.97,25.02,29.92,27.16,3.34,3.85,3.55,1.78,2.69,1356,1.25,204.5,44.17,1349,51.63
21,2022,2,15,1500,10.59,12.97,11.76,25.09,28.97,26.37,3.38,4.21,3.64,1.62,2.61,1423,1.03,189.6,49.12,832,29.15
21,2022,2,15,1600,11.75,13.52,12.49,23.87,28.29,25.72,3.47,4.1,3.72,1.71,2.58,1540,1.14,199,46.68,919,43.23
21,2022,2,15,1700,10.8,12.43,11.83,25.23,29.34,27.04,3.53,3.98,3.75,1.69,2.45,1654,1,200.1,51.87,412.9,18.14
21,2022,2,15,1800,7.74,10.8,9.22,28.63,36.32,32.28,3.6,3.98,3.75,1.46,2.54,1706,1,197.6,45.46,79.61,3.91
21,2022,2,15,1900,6.6,7.81,7.13,35.4,38.98,37,3.66,3.83,3.74,1.04,2.18,1839,0.68,158.2,48.05,4.62,0.18
21,2022,2,15,2000,5.44,6.67,5.94,38.44,42.45,40.8,3.74,3.88,3.8,0.89,2.02,1901,0.51,158.9,52.93,0.01,0
21,2022,2,15,2100,4.97,5.71,5.25,41.63,44.35,42.97,3.76,3.87,3.81,0.73,1.45,2009,0.45,274.5,50.22,0,-0.01
21,2022,2,15,2200,4.35,5.1,4.91,43.54,48.67,45.6,3.82,4.22,3.95,1.05,3.15,2153,0.51,272.8,58.2,0,-0.01
21,2022,2,15,2300,4.9,6.05,5.53,44.29,49.39,45.93,4.03,4.28,4.15,1.4,3.09,2214,0.27,15.88,72.9,0,-0.01
21,2022,2,15,2400,5.24,6.05,5.64,44.42,47.48,46.08,4.13,4.33,4.2,1.15,2.28,2305,0.38,138.8,66.33,0,-0.01
21,2022,2,16,100,4.9,5.58,5.32,46.12,48.95,47.13,4.15,4.28,4.2,1.29,2.13,17,0.55,179.9,61.56,0,-0.01
21,2022,2,16,200,4.76,5.37,4.96,47.28,49.93,48.7,4.18,4.32,4.23,1.15,2.61,105,0.28,266.8,70.51,0,-0.01
21,2022,2,16,300,4.49,5.1,4.81,47.82,50.68,48.82,4.13,4.34,4.2,0.99,1.88,238,0.18,130.2,73.17,0,-0.01
21,2022,2,16,400,4.35,5.07,4.69,50.2,58.1,53.72,4.24,4.92,4.58,1.32,2.65,304,0.3,136.2,71.39,0,-0.02
21,2022,2,16,500,4.29,4.97,4.62,58.78,72.86,67.28,4.92,6.16,5.71,1.52,2.61,424,0.91,115.7,51.29,0,-0.01
21,2022,2,16,600,4.08,4.97,4.43,73.06,80.7,77.93,6.07,6.9,6.53,1.4,3.41,532,0.44,182.3,67.25,0,-0.01
21,2022,2,16,700,4.83,5.31,5.05,78.64,80.6,79.65,6.82,7.14,6.97,1.63,3.18,647,0.82,189.2,57.2,0,-0.01
21,2022,2,16,800,5.1,5.78,5.4,79.32,82.7,81.1,7.04,7.57,7.27,1.65,3.05,748,1.09,171.6,47.27,19.77,0.88
21,2022,2,16,900,5.65,6.05,5.85,82.3,87.7,85.1,7.51,8.15,7.87,1.72,3.7,840,1,187.1,52.35,71.07,3.18
21,2022,2,16,1000,5.99,6.6,6.31,86.6,88.8,87.9,8.11,8.61,8.39,1.57,2.81,928,1.07,233,45.69,84.2,3.51
21,2022,2,16,1100,6.46,7.75,7.12,85.5,88.9,87.5,8.58,9.09,8.84,1.7,2.69,1002,1.24,217.1,42.33,162.5,6.92
21,2022,2,16,1200,7.68,8.56,8.06,83,86.2,85,8.99,9.38,9.16,2.01,3.15,1154,1.08,204.3,55.17,233.7,10.15
21,2022,2,16,1300,8.22,9.85,8.75,77.47,87.3,83.3,9.2,9.85,9.39,1.9,2.91,1203,1.42,184.7,40.84,431.3,18.23
21,2022,2,16,1400,9.48,10.94,10.23,72.15,82.8,76.22,9.32,10.06,9.49,2.05,2.97,1330,1.4,165.7,45.67,644.5,28.37
21,2022,2,16,1500,9.81,10.73,10.22,73.61,77.86,76.05,9.37,9.66,9.47,2.04,3.01,1420,1.16,196.1,53.2,332.6,14.92
21,2022,2,16,1600,9.85,10.53,10.14,72.97,77.39,75.38,9.19,9.5,9.34,1.83,2.73,1554,1.07,220.4,52.12,251.8,11.36
21,2022,2,16,1700,10.39,11.28,10.95,69.57,73.61,71.27,9.16,9.47,9.32,1.7,3.7,1646,0.79,222.2,59.38,289.7,13.18
21,2022,2,16,1800,10.6,11.01,10.78,70.93,74.06,72.84,9.22,9.6,9.41,1.59,2.89,1744,0.86,228.5,54.86,49.28,2.26
21,2022,2,16,1900,9.96,10.8,10.39,73.55,77.33,74.9,9.37,9.56,9.43,1.14,2.57,1857,0.85,204.5,40.96,2.5,0.15
21,2022,2,16,2000,9.85,10.33,10.13,77.06,79.31,78.16,9.44,9.95,9.67,1.12,2.41,1912,0.59,230.7,56,0,0.02
21,2022,2,16,2100,10.2,10.94,10.44,75.16,79.31,77.95,9.74,10.01,9.85,1.19,2.21,2056,0.7,177.7,51.88,0,0.01
21,2022,2,16,2200,10.47,11.08,10.73,73.52,76.45,75.01,9.56,9.8,9.66,1.45,2.89,2135,0.86,185.3,51.78,0,0.01
21,2022,2,16,2300,10.26,10.74,10.5,75.09,82.8,79.31,9.56,10.66,10.06,1.61,2.87,2248,0.95,198.2,51.93,0,0.02
21,2022,2,16,2400,10.46,10.84,10.63,82.3,87.8,85.4,10.47,11.26,10.93,2.07,3.84,2400,1.28,185.8,50.26,0,0.01
21,2022,2,17,100,10.47,10.74,10.57,86.1,87.7,86.9,10.99,11.21,11.08,2.32,4.11,21,1.21,179.2,56.09,0,0.01
21,2022,2,17,200,10.4,10.67,10.49,85.9,87.6,86.9,10.93,11.24,11.01,2.1,3.7,131,1.17,210.5,54.04,0,0.02
21,2022,2,17,300,10.53,10.94,10.76,83.9,87.3,85.1,10.82,11.36,10.99,2.3,4.55,300,1.27,243.6,54.24,0,0.02
21,2022,2,17,400,10.33,10.87,10.65,87.5,94.3,90.8,11.28,11.98,11.63,1.74,3.25,301,0.66,200.6,63.91,0,0.02
21,2022,2,17,500,10.33,10.81,10.49,92.8,96.8,95.1,11.86,12.27,12.05,1.89,4.56,436,0.77,203.5,62.27,0,0.01
21,2022,2,17,600,10.33,10.6,10.44,94.6,97.3,96.4,12.03,12.41,12.18,1.64,4.83,536,0.29,275.4,73.4,0,0.01
21,2022,2,17,700,10.53,11.08,10.83,93.9,96.6,95.3,12.23,12.58,12.36,2,4.12,629,1.04,190.8,56.18,0,0.01
21,2022,2,17,800,10.8,11.35,11.06,95.2,97.7,96.6,12.5,12.92,12.72,1.96,3.31,751,0.6,207.6,67.46,4.9,0.23
21,2022,2,17,900,11.07,11.76,11.45,92.6,97.7,95.8,12.77,13.17,12.94,2.11,4.39,839,1.12,236.9,55.39,58.26,2.68
21,2022,2,17,1000,11.62,12.09,11.84,92.8,96.4,94.6,12.85,13.57,13.11,1.78,3.18,944,0.3,192.1,73.81,83.7,3.65
21,2022,2,17,1100,11.82,12.23,11.98,94.3,98.3,96.7,13.24,13.86,13.54,1.55,4.22,1045,0.66,196.6,61.28,172.9,7.71
21,2022,2,17,1200,12.09,12.64,12.33,92.7,97.2,95,13.31,13.96,13.61,2.32,4.67,1116,0.85,177.8,64.55,196.5,8.34
21,2022,2,17,1300,12.5,12.98,12.75,90.5,96.8,94.1,13.38,14.38,13.86,2.48,5.55,1246,1.57,204.9,48.98,335.4,15.34
21,2022,2,17,1400,12.7,13.38,12.97,85.2,92,89,12.82,13.75,13.29,3.24,6.28,1312,1.94,228,51.28,306.3,14.22
21,2022,2,17,1500,12.43,12.98,12.74,87.4,92.1,89.6,13,13.44,13.18,2.89,4.28,1423,1.47,185.1,56.76,134,6.18
21,2022,2,17,1600,12.7,13.25,12.91,88.9,95,92.5,13.16,14.35,13.77,2.6,4.48,1557,1.4,216.5,54.95,44.31,1.88
21,2022,2,17,1700,12.98,13.86,13.51,93,96.4,95.1,14.3,15.01,14.72,2.61,5.57,1614,1.67,259.4,48.54,48.19,2.09
21,2022,2,17,1800,13.59,14,13.83,92.9,96.5,95.1,14.84,15.21,15.03,2.58,4.88,1710,1.21,236.1,58.93,18.28,0.77
21,2022,2,17,1900,13.79,14.68,14.26,92.3,96.7,94.7,15.1,15.62,15.38,3.04,5.95,1831,1.59,236,55.91,0.32,0.03
21,2022,2,17,2000,14.2,15.29,14.69,89.7,97,93.5,15.37,15.87,15.61,2.77,6.16,1928,1.14,226.3,62.17,0,0.02
21,2022,2,17,2100,14.34,14.88,14.54,92.2,98.1,96.2,15.56,16.28,15.92,2.01,4.87,2055,0.81,213.8,62.67,0,0.03
21,2022,2,17,2200,14.4,14.81,14.64,95.9,98.4,97.4,16.07,16.43,16.21,2.09,3.91,2144,0.74,210.3,65.04,0,0.02
21,2022,2,17,2300,14.54,15.63,15.07,90,98.4,94.5,15.83,16.42,16.17,2.35,5.43,2212,0.59,251.5,70.06,0,0.02
21,2022,2,17,2400,13.79,15.15,14.48,83,99.1,91.9,13.31,16.55,15.16,1.8,4.08,2357,0.72,348.7,62.71,0,0.03
21,2022,2,18,100,12.57,14.27,13.58,76.16,93.4,83.7,12.25,13.92,13,2.08,3.55,56,1.07,353.6,56.51,0,0.01
21,2022,2,18,200,12.87,14.4,13.71,70.59,90.8,78.55,11.08,13.54,12.29,1.93,4.31,136,0.65,3.03,66.11,0,0.01
21,2022,2,18,300,13.01,14.34,13.82,68.79,80.2,72.15,10.94,12.11,11.39,2.41,4.34,300,1.26,329.7,55.82,0,0
21,2022,2,18,400,12.43,13.93,13.35,60.32,72.97,64.83,8.89,11.55,9.94,2.91,4.42,333,1.08,339.8,64.16,0,0.02
21,2022,2,18,500,9.78,12.5,11.19,61.14,77.53,66.43,8.09,9.75,8.82,2.16,4.06,409,0.79,326.9,64.54,0,0.02
21,2022,2,18,600,7.54,9.92,8.77,67.61,87.7,79.89,8.14,9.49,9.01,1.25,2.58,546,0.6,45.98,58.55,0,0.01
21,2022,2,18,700,5.24,7.54,6.43,87.5,93.5,90.6,8.19,9.2,8.72,1.22,3.86,629,0.45,213,64.38,0,0.01
21,2022,2,18,800,3.54,5.17,4.25,90.9,95.2,92.9,7.21,8.16,7.69,1.09,1.88,730,0.67,190.8,50.05,16,0.66
21,2022,2,18,900,2.93,3.67,3.19,87.3,93.4,90.4,6.68,7.42,6.94,1.05,1.9,815,0.81,191.7,39.22,105.4,4.8
21,2022,2,18,1000,3.2,4.46,3.9,76.67,91.8,83.7,6.36,7.21,6.75,1.01,1.72,959,0.56,218.9,53.93,287.9,13.57
21,2022,2,18,1100,4.56,6.46,5.65,65.5,87.3,72.28,5.66,7.63,6.59,1.5,2.38,1027,0.78,205.5,55.94,538,32.87
21,2022,2,18,1200,5.03,6.58,5.68,60.8,75.16,66.9,5.62,6.88,6.11,1.61,3.17,1138,0.91,255.7,53.28,952,45.76
21,2022,2,18,1300,6.11,9.51,7.95,49.68,67.87,58.98,5.63,7.11,6.3,1.76,2.99,1219,0.72,220.8,62.37,1298,55.6
21,2022,2,18,1400,8.21,10.39,9.42,47.94,62.39,53.81,5.71,7.25,6.35,1.93,3.5,1327,1.15,236.7,51.61,1465,64.62
21,2022,2,18,1500,8.42,10.52,9.32,48.14,59.64,52.4,5.59,6.95,6.14,2,3.1,1412,1.25,268.3,49.46,1050,31.25
21,2022,2,18,1600,8.55,10.53,9.67,43.66,56.51,49.43,5.14,6.85,5.94,1.65,3.11,1503,1.3,252.8,37.37,1037,48.9
21,2022,2,18,1700,6.65,9.4,7.34,42.23,53.11,46.64,4.44,5.37,4.78,1.79,2.95,1602,0.83,274.3,59.48,377.7,23.08
21,2022,2,18,1800,3.74,6.79,5.43,44.41,64.96,53.98,4.35,5.33,4.83,0.89,1.89,1707,0.29,216.6,66.62,95,4.46
21,2022,2,18,1900,1.67,3.74,2.57,56.87,67.92,63.3,3.97,5.2,4.66,0.56,1.13,1857,0.18,58.27,66.52,5.78,0.21
21,2022,2,18,2000,-0.41,1.67,0.6,61.77,71.22,66.89,3.95,4.53,4.27,0.83,2.13,1912,0.57,79.08,45.67,0,-0.01
21,2022,2,18,2100,-1.42,-0.31,-1.1,62.87,76.47,70.02,3.51,4.23,3.95,0.91,2.28,2058,0.14,297.5,74.6,0,-0.02
21,2022,2,18,2200,-2.27,-0.67,-1.64,60.35,79.27,71.32,3.47,4.12,3.86,0.89,2.41,2109,0.27,12.83,67.4,0,-0.02
21,2022,2,18,2300,-3.25,-2.24,-2.89,76.03,86.9,83.2,3.92,4.28,4.11,0.28,0.28,2201,0.1,284.4,65.06,0,-0.02
21,2022,2,18,2400,-3.46,-3.05,-3.27,84.4,88,86.3,4.06,4.24,4.14,0.28,0.28,2301,0.16,327.1,53.62,0,-0.02
21,2022,2,19,100,-3.73,-3.19,-3.51,85.1,89.7,88,4.07,4.24,4.15,0.39,1.18,23,0.13,27.32,66.15,0,-0.03
21,2022,2,19,200,-3.8,-3.46,-3.64,85.5,89.2,87.5,3.99,4.16,4.09,0.34,0.89,158,0.19,38.92,54.5,0,-0.03
21,2022,2,19,300,-4.07,-3.53,-3.82,84.5,88.8,87,3.92,4.09,4.01,0.43,0.99,247,0.18,11.32,61.21,0,-0.03
21,2022,2,19,400,-4.34,-3.87,-4.19,85.2,90.6,88.7,3.89,4.06,3.98,0.32,0.69,359,0.2,92.4,49.41,0.01,-0.03
21,2022,2,19,500,-4.75,-4.24,-4.56,87.7,92,90.5,3.86,4.03,3.94,0.28,0.29,403,0.13,25.58,59.82,0,-0.04
21,2022,2,19,600,-5.16,-4.21,-4.8,87.3,93.3,91.4,3.87,3.96,3.91,0.56,1.61,545,0.37,32.96,46.74,0,-0.03
21,2022,2,19,700,-5.16,-4.21,-4.99,86.9,91.7,90.6,3.76,3.92,3.82,0.48,1.01,602,0.13,1.49,69.09,0.07,-0.03
21,2022,2,19,800,-5.36,-4.99,-5.17,89.4,92.4,91,3.74,3.86,3.79,0.35,0.96,757,0.16,298.1,59.14,20.83,0.59
21,2022,2,19,900,-5.16,-2.57,-4.19,79.76,91.7,88.1,3.75,4.14,3.95,0.72,1.41,830,0.28,228,63.42,137.7,8.05
21,2022,2,19,1000,-2.64,2.52,0.03,41.5,82.4,65.38,2.89,4.4,3.95,0.86,1.29,929,0.38,154.1,60.75,432.9,18.51
21,2022,2,19,1100,2.65,5.17,3.83,34.01,54.76,40.29,2.89,4.05,3.23,1.26,2.2,1056,0.57,190.2,59.87,631.2,35.89
21,2022,2,19,1200,4.93,9.85,6.84,29.65,43.46,34.11,2.86,3.96,3.38,1.54,2.62,1154,0.88,205.2,53.08,1106,52.37
21,2022,2,19,1300,8.62,10.9,9.82,29.45,40.93,34.26,3.39,5.11,4.16,2.48,5.08,1259,1.5,228.9,50.95,1404,60.91
21,2022,2,19,1400,9.91,11.61,10.81,25.3,38.83,32.25,3.3,5.16,4.18,2.42,4.91,1322,1.21,226.5,57.22,1467,68.61
21,2022,2,19,1500,10.59,12.5,11.31,21.56,32.5,25.36,2.85,4.47,3.4,2.39,5.15,1428,1.49,239.1,49.6,1073,31.4
21,2022,2,19,1600,10.08,11.21,10.61,24.07,30.77,27.01,3.12,3.86,3.45,2.35,4.62,1544,1.14,261.3,58.06,1055,50.11
21,2022,2,19,1700,9.1,11.07,9.96,19.59,26.39,23.2,2.42,3.37,2.84,2.04,3.73,1604,0.87,262.8,61.45,425.3,23.16
21,2022,2,19,1800,6.05,9.03,7.5,21.83,33.94,27.3,2.44,3.31,2.81,1.82,2.94,1750,1.06,223,52.39,99.6,4.42
21,2022,2,19,1900,3.33,6.18,4.79,29.04,47.52,37.93,2.75,3.89,3.24,1.58,3.53,1802,0.52,251.3,66.47,6.07,0.23
21,2022,2,19,2000,1.97,3.88,2.64,37.48,53.5,46.14,2.93,3.84,3.41,1.07,2.57,1901,0.22,78.07,72.22,0,0
21,2022,2,19,2100,1.16,2.79,1.86,39.18,53.95,45.18,2.92,3.62,3.15,0.95,2.7,2100,0.17,354.7,73.53,0,-0.02
21,2022,2,19,2200,0.68,2.18,1.27,41.7,51.56,47.22,2.93,3.46,3.16,1.32,2.78,2130,0.33,265.7,70.31,0,-0.02
21,2022,2,19,2300,-0.07,1.02,0.45,44.35,54.84,48.65,2.9,3.35,3.07,0.8,1.42,2240,0.31,7.08,63.16,0,-0.03
21,2022,2,19,2400,-0.3,0.28,-0.01,42.66,53.34,47.91,2.64,3.23,2.92,0.83,1.66,2335,0.43,353.7,56.43,0,-0.03
21,2022,2,20,100,-1.35,-0.06,-0.83,42.8,58.85,50.93,2.48,3.33,2.93,0.57,1.36,9,0.21,2.29,64.19,0,-0.03
21,2022,2,20,200,-1.56,-0.74,-1.15,39.94,51.23,46.05,2.28,2.85,2.59,0.57,1.11,121,0.24,36.91,61.35,0,-0.04
21,2022,2,20,300,-2.06,-0.81,-1.54,43.45,55.19,48.91,2.45,2.93,2.67,0.58,1.04,257,0.22,21.9,63.36,0,-0.03
21,2022,2,20,400,-2.85,-1.69,-2.21,43.48,58.35,50.31,2.31,3,2.61,0.46,0.89,346,0.26,345.4,54.02,0,-0.04
21,2022,2,20,500,-2.71,-1.89,-2.3,49.34,60.63,55.14,2.56,3.07,2.84,0.29,0.72,424,0.07,35.61,71.29,0,-0.04
21,2022,2,20,600,-3.46,-2.33,-2.82,53.62,63.56,57.7,2.7,3.07,2.86,0.28,0.28,501,0.12,45.39,62,0,-0.02
21,2022,2,20,700,-3.8,-3.36,-3.62,61.52,68.94,64.16,2.87,3.21,3,0.3,0.95,641,0.12,23.88,62.43,0.02,-0.03
21,2022,2,20,800,-3.76,-3.36,-3.57,59.68,67.98,63.22,2.79,3.17,2.97,0.6,1.18,738,0.14,29.14,71.09,21.62,0.75
21,2022,2,20,900,-3.46,-1.69,-3.02,60.56,72,67.72,2.88,3.75,3.32,0.63,1.22,846,0.06,95.6,77.39,141,8.06
21,2022,2,20,1000,-1.55,4.15,1.8,28.44,69.55,45.29,2.27,3.96,3.06,1.18,2.48,950,0.39,127.2,66.55,438.3,18.25
21,2022,2,20,1100,4.15,6.69,5.36,25.44,35.78,29.31,2.31,3.06,2.62,1.5,2.63,1040,0.73,175.8,58.09,598.3,37.43
21,2022,2,20,1200,6.05,8.62,7.02,22.92,31.08,26.73,2.44,3.12,2.68,1.88,3.39,1112,1.17,192.9,49.87,1131,55.34
21,2022,2,20,1300,7.88,10.08,8.77,22.3,29.58,24.37,2.48,3.42,2.75,1.98,2.77,1229,1.32,183.6,46.68,1438,62.72
21,2022,2,20,1400,9.16,11.82,10.12,21.28,27.74,24.05,2.59,3.6,2.98,1.91,3.1,1351,1.39,204.2,42.29,1479,71.72
21,2022,2,20,1500,9.98,12.02,11.12,19.86,27.95,22.76,2.66,3.78,3.01,1.92,2.87,1452,1.4,200.4,41.95,1058,31.26
21,2022,2,20,1600,10.66,11.96,11.37,20.13,26.05,22.52,2.7,3.57,3.03,1.73,2.5,1533,1.11,191.5,48.24,1014,48.73
21,2022,2,20,1700,10.19,11.61,10.98,20.81,26.32,22.96,2.75,3.39,3.01,1.59,2.59,1602,1.09,184.7,45.57,493.8,22.45
21,2022,2,20,1800,7.54,10.6,8.97,23.05,33.73,27.13,2.85,3.62,3.1,1.32,2.85,1738,0.76,199.3,52.51,95.4,4.31
